title,year,certificate,duration,genre,rating,description,stars,votes,country,show_id,type
Teenage Bounty Hunters,(2020),TV-MA,1 Season,"Comedy, Crime, Drama",8.2,"Sterling sows some wild oats by checking out the competition at a debate tournament, and a suspicious Blair enlists Miles to help spy on her mom.","['Angela Barnes', '| ', '    Stars:', 'Anjelica Bette Fellini, ', 'Maddie Phillips, ', 'Kadeem Hardison, ', 'Virginia Williams']",798,United States,s2134,TV Show
Teenage Bounty Hunters,(2020),TV-MA,1 Season,"Comedy, Crime, Drama",8.3,"Blair digs for clues about her mom's past, Sterling partners with April on a school project, and both twins get an eyeful during a stakeout with Bowser.","['Diego Velasco', '| ', '    Stars:', 'Maddie Phillips, ', 'Anjelica Bette Fellini, ', 'Kadeem Hardison, ', 'Virginia Williams']",794,United States,s2134,TV Show
Teenage Bounty Hunters,(2020),TV-MA,1 Season,"Comedy, Crime, Drama",8.4,Blair and Sterling's double life catches up with them when their respective romantic plans interfere with Bowser's hunt for a drug-trafficking DJ.,"['Stephanie Laing', '| ', '    Stars:', 'Anjelica Bette Fellini, ', 'Maddie Phillips, ', 'Kadeem Hardison, ', 'Virginia Williams']",787,United States,s2134,TV Show
Teenage Bounty Hunters,(2020),TV-MA,1 Season,"Comedy, Crime, Drama",8.5,The twins take off on a road trip to uncover their mom's secrets but wind up revealing some of their own. Bowser reluctantly joins forces with Terrance.,"['Stephen Falk', '| ', '    Stars:', 'Maddie Phillips, ', 'Anjelica Bette Fellini, ', 'Kadeem Hardison, ', 'Virginia Williams']",787,United States,s2134,TV Show
Teenage Bounty Hunters,(2020),TV-MA,1 Season,"Comedy, Crime, Drama",8.7,"After demanding the truth from their mom, the twins face a troubling night filled with heartbreak, hardened criminals and shocking revelations.","['Nick Sandow', '| ', '    Stars:', 'Anjelica Bette Fellini, ', 'Maddie Phillips, ', 'Kadeem Hardison, ', 'Virginia Williams']",847,United States,s2134,TV Show
Power Rangers Beast Morphers,(2019–2020),TV-Y7,2 Seasons,"Action, Adventure, Comedy",7.7,"After witnessing a boy being bullied, Ravi takes him under his wing.","['Riccardo Pellizzeri', '| ', '    Stars:', 'Rorrie D. Travis, ', 'Jasmeet Baduwalia, ', 'Jacqueline Scislowski, ', 'Abraham Rodriguez']",33,United States,s1853,TV Show
Jupiter's Legacy,(2021),TV-MA,35 min,"Action, Adventure, Drama",7.0,"Brandon and Chloe clash with their dad after the Blackstar incident. In 1929, Sheldon confronts a reporter over an exposé on the family business.","['Steven S. DeKnight', '| ', '    Stars:', 'Josh Duhamel, ', 'Ben Daniels, ', 'Leslie Bibb, ', 'Andrew Horton']","1,446",United States,s909,TV Show
Russian Doll,(2019– ),TV-MA,32 min,"Comedy, Drama, Mystery",7.3,"Nadia's 40th birthday is a few days away, and she is planning to celebrate it quietly with Alan. Then something really strange happens","['Natasha Lyonne', '| ', '    Stars:', 'Natasha Lyonne, ', 'Charlie Barnett, ', 'Greta Lee, ', 'Chloë Sevigny']","1,200",United States,s4143,TV Show
3Below: Tales of Arcadia,(2018–2019),TV-Y7,22 min,"Animation, Action, Adventure",7.8,"Aja and Krel enlist Stuart to help find their former ally, who's being held prisoner at a bounty hunter outpost on the moon.","['Johane Matte', '| ', '    Stars:', 'Tatiana Maslany, ', 'Diego Luna, ', 'Nick Offerman, ', 'Nick Frost']",165,United States,s3668,TV Show
3Below: Tales of Arcadia,(2018–2019),TV-Y7,22 min,"Animation, Action, Adventure",7.4,"With General Morando's invasion of Earth imminent, Krel tries to stop the fleet's advance with unwitting help from the kids of Arcadia.","['Elaine Bogan', '| ', '    Stars:', 'Tatiana Maslany, ', 'Diego Luna, ', 'Nick Offerman, ', 'Glenn Close']",160,United States,s3668,TV Show
3Below: Tales of Arcadia,(2018–2019),TV-Y7,22 min,"Animation, Action, Adventure",7.4,"Mother, the AI controlling the royals' ship, reflects on keeping the peace between her quarreling family. Morando discovers a secret hidden on Earth.","['Andrew L. Schmidt', '| ', '    Stars:', 'Tatiana Maslany, ', 'Diego Luna, ', 'Nick Offerman, ', 'Nick Frost']",161,United States,s3668,TV Show
3Below: Tales of Arcadia,(2018–2019),TV-Y7,22 min,"Animation, Action, Adventure",7.6,Colonel Kubritz stages a phony quarantine of Arcadia High School in a ploy to capture the royals -- and their advanced weapons technology.,"['Elaine Bogan, ', 'Francisco Ruiz-Velasco', '| ', '    Stars:', 'Tatiana Maslany, ', 'Diego Luna, ', 'Nick Offerman, ', 'Glenn Close']",163,United States,s3668,TV Show
3Below: Tales of Arcadia,(2018–2019),TV-Y7,22 min,"Animation, Action, Adventure",7.0,"Stuart gets an unexpected visit from his ex-girlfriend. Krel helps Toby and Eli produce a short film, ""Kleb or Alive,"" for a local contest.","['Johane Matte', '| ', '    Stars:', 'Tatiana Maslany, ', 'Diego Luna, ', 'Nick Offerman, ', 'Nick Frost']",159,United States,s3668,TV Show
3Below: Tales of Arcadia,(2018–2019),TV-Y7,22 min,"Animation, Action, Adventure",7.8,"Unable to stop an asteroid hurtling toward Earth, Kubritz pleads with the royals to help destroy it by offering stored alien technology from Area 49B.","['Andrew L. Schmidt', '| ', '    Stars:', 'Tatiana Maslany, ', 'Diego Luna, ', 'Nick Offerman, ', 'Glenn Close']",171,United States,s3668,TV Show
3Below: Tales of Arcadia,(2018–2019),TV-Y7,22 min,"Animation, Action, Adventure",7.0,"Krel builds a prototype device that will create a wormhole back to Akiridion-5, but Luug swallows it whole before it can be tested further.","['Johane Matte', '| ', '    Stars:', 'Tatiana Maslany, ', 'Diego Luna, ', 'Nick Offerman, ', 'Glenn Close']",158,United States,s3668,TV Show
3Below: Tales of Arcadia,(2018–2019),TV-Y7,23 min,"Animation, Action, Adventure",8.1,The last defenders of House Tarron face off against General Morando and his army of Omen robots in an all-out battle for survival.,"['Elaine Bogan, ', 'Francisco Ruiz-Velasco', '| ', '    Stars:', 'Tatiana Maslany, ', 'Diego Luna, ', 'Nick Offerman, ', 'Glenn Close']",162,United States,s3668,TV Show
3Below: Tales of Arcadia,(2018–2019),TV-Y7,22 min,"Animation, Action, Adventure",8.4,"With General Morando searching for Gaylen's Core, Aja and Krel must travel into their parents' subconscious to learn the core's location first.","['Rodrigo Blaas', '| ', '    Stars:', 'Tatiana Maslany, ', 'Diego Luna, ', 'Nick Offerman, ', 'Glenn Close']",168,United States,s3668,TV Show
3Below: Tales of Arcadia,(2018–2019),TV-Y7,22 min,"Animation, Action, Adventure",8.4,"After learning the location of Gaylen's Core, Toby calls Trollhunter Jim Lake, and Blinky advises the royals to consult the Soothscryer.","['Andrew L. Schmidt', '| ', '    Stars:', 'Tatiana Maslany, ', 'Diego Luna, ', 'Nick Offerman, ', 'Alon Aboutboul']",162,United States,s3668,TV Show
3Below: Tales of Arcadia,(2018–2019),TV-Y7-FV,2 Seasons,"Animation, Action, Adventure",8.3,"As the town of Arcadia gathers for the premiere of ""Kleb or Alive,"" an army of Omens, led by an armored Kubritz, makes plans to lure out the royals.","['Francisco Ruiz-Velasco', '| ', '    Stars:', 'Tatiana Maslany, ', 'Diego Luna, ', 'Nick Offerman, ', 'Alon Aboutboul']",157,United States,s3668,TV Show
3Below: Tales of Arcadia,(2018–2019),TV-Y7,22 min,"Animation, Action, Adventure",8.4,"With the fate of the universe at stake, the royal heirs and their allies must gather their forces for the ultimate battle to defeat General Morando.","['Rodrigo Blaas, ', 'Johane Matte', '| ', '    Stars:', 'Tatiana Maslany, ', 'Diego Luna, ', 'Nick Offerman, ', 'Alon Aboutboul']",177,United States,s3668,TV Show
The Umbrella Academy,(2019–2023),TV-14,49 min,"Action, Adventure, Comedy",8.1,"While Allison searches frantically for Ray, Vanya contends with a crisis at the farm. Meanwhile, Five, Diego and Lila crash a party at the Mexican Consulate.","['Tom Verica', '| ', '    Stars:', 'Elliot Page, ', 'Tom Hopper, ', 'David Castañeda, ', 'Emmy Raver-Lampman']","3,724","United States, Canada",s2191,TV Show
The Umbrella Academy,(2019–2023),TV-14,48 min,"Action, Adventure, Comedy",8.1,"Summoned to an emergency meeting, the siblings hatch very different plans for how to spend their last six days on Earth. Lila confronts her mother.","['Tom Verica', '| ', '    Stars:', 'Elliot Page, ', 'Tom Hopper, ', 'David Castañeda, ', 'Emmy Raver-Lampman']","3,698","United States, Canada",s2191,TV Show
Power Rangers Beast Morphers,(2019–2020),TV-Y7,2 Seasons,"Action, Adventure, Comedy",8.9,The Power Rangers' skills are put to the test when Blaze uses evil tech to massively enhance his Robotron's destructive power.,"['Riccardo Pellizzeri', '| ', '    Stars:', 'Rorrie D. Travis, ', 'Jasmeet Baduwalia, ', 'Jacqueline Scislowski, ', 'Abraham Rodriguez']",36,United States,s1853,TV Show
Jupiter's Legacy,(2021),TV-MA,44 min,"Action, Adventure, Drama",7.1,"In 1929, worried about Sheldon's uncharacteristic behavior, George pays him a visit. In the present, a foiled theft lands Hutch on the wrong side of a superpowered crime boss.","['Christopher J. Byrne', '| ', '    Stars:', 'Josh Duhamel, ', 'Ben Daniels, ', 'Leslie Bibb, ', 'Andrew Horton']","1,353",United States,s909,TV Show
Jupiter's Legacy,(2021),TV-MA,48 min,"Action, Adventure, Drama",6.8,"With her partying spiraling out of control, Chloe nears rock bottom. Sheldon encounters hardship in his search for answers to the visions haunting him.","['Christopher J. Byrne', '| ', '    Stars:', 'Josh Duhamel, ', 'Ben Daniels, ', 'Leslie Bibb, ', 'Andrew Horton']","1,285",United States,s909,TV Show
DC's Legends of Tomorrow,(2016–2022),TV-14,42 min,"Action, Adventure, Drama",8.1,The Legends continue their hunt for pieces for the Loom of Fate and find themselves face to face with William Shakespeare; Ray and Nora make another big life decision that leaves the team surprised.,"['Alexandra La Roche', '| ', '    Stars:', 'Brandon Routh, ', 'Caity Lotz, ', 'Maisie Richardson-Sellers, ', 'Tala Ashe']","1,130",United States,s2406,TV Show
DC's Legends of Tomorrow,(2016–2022),TV-14,42 min,"Action, Adventure, Drama",8.8,"Ray plans a date night for him and Nora, but all goes awry when an Encore shows up making the team think on their feet and create a lie to keep the Encore at bay. While trying to fool the ...                See full summary »","['Ben Hernandez Bray', '| ', '    Stars:', 'Brandon Routh, ', 'Caity Lotz, ', 'Maisie Richardson-Sellers, ', 'Tala Ashe']","1,383",United States,s2406,TV Show
Queer Eye,(2018– ),TV-14,5 Seasons,Reality-TV,9.3,A former bad boy who turned his life around after becoming paralyzed gets a wheelchair-accessible home and a new image to match his positive outlook.,"['Hisham Abed', '| ', '    Stars:', 'Bobby Berk, ', 'Karamo Brown, ', 'Tan France, ', 'Antoni Porowski']",431,United States,s2423,TV Show
Queer Eye,(2018– ),TV-14,5 Seasons,Reality-TV,8.5,"His 10-year-old daughter calls him a ""man child."" But can this larger-than-life single dad grow up and become the adult she needs him to be?","['Hisham Abed', '| ', '    Stars:', 'Bobby Berk, ', 'Karamo Brown, ', 'Tan France, ', 'Antoni Porowski']",268,United States,s2423,TV Show
Queer Eye,(2018– ),TV-14,5 Seasons,Reality-TV,7.5,"A demanding drill-team leader who's set in her ways learns to shed her tough skin, soften her style -- and open up to her two grown daughters.","['Hisham Abed', '| ', '    Stars:', 'Bobby Berk, ', 'Karamo Brown, ', 'Tan France, ', 'Antoni Porowski']",240,United States,s2423,TV Show
Queer Eye,(2018– ),TV-14,5 Seasons,Reality-TV,9.1,"The Fab Five help a kind but lonely bachelor find unconditional love and get his dusty home ready for visitors, the first guests he's had in years.","['Hisham Abed', '| ', '    Stars:', 'Bobby Berk, ', 'Karamo Brown, ', 'Tan France, ', 'Antoni Porowski']",326,United States,s2423,TV Show
Queer Eye,(2018– ),TV-14,5 Seasons,Reality-TV,8.2,A proud Chicana woman and arts advocate trades her dated locks for a polished look that gives her the confidence to talk publicly about her passions.,"['Hisham Abed', '| ', '    Stars:', 'Bobby Berk, ', 'Karamo Brown, ', 'Tan France, ', 'Antoni Porowski']",233,United States,s2423,TV Show
Queer Eye,(2018– ),TV-14,5 Seasons,Reality-TV,8.2,A scruffy ex-soldier who builds houses for homeless veterans spruces up to reconnect with his wife and finds unexpected strength in vulnerability.,"['Hisham Abed', '| ', '    Stars:', 'Bobby Berk, ', 'Karamo Brown, ', 'Tan France, ', 'Antoni Porowski']",198,United States,s2423,TV Show
Queer Eye,(2018– ),TV-14,5 Seasons,Reality-TV,7.7,A recently divorced farmer who's weathered hard times makes room for self-care and turns his barn into a chic farm-to-table dining space.,"['Hisham Abed', '| ', '    Stars:', 'Bobby Berk, ', 'Karamo Brown, ', 'Tan France, ', 'Antoni Porowski']",199,United States,s2423,TV Show
Luna Nera,(2020),TV-MA,43 min,"Drama, Fantasy, Thriller",6.1,"Pietro rejects Ade while mourning his loss and deciding whether or not to join his father's cause. Ade, Tebe the other witches rescue more woman.","['Susanna Nicchiarelli', '| ', '    Stars:', 'Antonia Fotaras, ', 'Giulia Alberoni, ', 'Giorgio Belli, ', 'Paolo Bernardini']",141,Italy,s2975,TV Show
Luna Nera,(2020),TV-MA,43 min,"Drama, Fantasy, Thriller",5.8,Valente seeks revenge on Sante. Leptis and Tebe argue over strategy. The Benandanti increase their aggressive tactics and Pietro feels conflicted.,"['Paola Randi', '| ', '    Stars:', 'Antonia Fotaras, ', 'Giulia Alberoni, ', 'Giorgio Belli, ', 'Gloria Carovana']",134,Italy,s2975,TV Show
Luna Nera,(2020),TV-MA,56 min,"Drama, Fantasy, Thriller",6.3,The witches and the Benandanti clash in a climatic confrontation in witch lives and loves are forever transformed.,"['Paola Randi', '| ', '    Stars:', 'Antonia Fotaras, ', 'Giulia Alberoni, ', 'Gaetano Aronica, ', 'Giorgio Belli']",150,Italy,s2975,TV Show
Elite,(2018– ),TV-MA,50 min,"Crime, Drama, Thriller",8.1,The Columbia scholarship winner is announced. Nadia makes a momentous decision. Samuel's concern about Carla causes issues between him and Valerio.,"['Jorge Torregrossa', '| ', '    Stars:', 'Itzan Escamilla, ', 'Miguel Bernardeau, ', 'Álvaro Rico, ', 'Arón Piper']","1,142",Spain,s685,TV Show
Elite,(2018– ),TV-MA,46 min,"Crime, Drama, Thriller",8.3,"As graduation day arrives, the futures of multiple students remain uncertain. Polo begs his mothers to reconsider their recent decision.","['Dani de la Orden', '| ', '    Stars:', 'Itzan Escamilla, ', 'Miguel Bernardeau, ', 'Álvaro Rico, ', 'Arón Piper']","1,157",Spain,s685,TV Show
Typewriter,(2019),TV-MA,1 Season,"Horror, Mystery, Thriller",6.4,"Jenny and Sam's investigation into the Fakeer and the typewriter turns dangerous. As the blood moon rises, the Ghost Gang faces its ultimate challenge.","['Sujoy Ghosh', '| ', '    Stars:', 'Aarnaa Sharma, ', 'Palomi Ghosh, ', 'Mikhail Gandhi, ', 'Palash Kamble']",139,India,s3656,TV Show
Typewriter,(2019),TV-MA,48 min,"Horror, Mystery, Thriller",7.4,A flashback to the 1980s reveals the Fakeer's sinister actions. Jenny and Sam each learn surprising details about his connection to Madhav Mathews.,"['Sujoy Ghosh', '| ', '    Stars:', 'Aarnaa Sharma, ', 'Palomi Ghosh, ', 'Mikhail Gandhi, ', 'Palash Kamble']",130,India,s3656,TV Show
Love 101,(2020–2021),TV-14,1 Season,"Comedy, Drama, Romance",7.0,"After wreaking havoc at school, Eda, Osman, Sinan and Kerem realize that compassionate teacher Burcu is their only hope against expulsion.","['Ahmet Katiksiz', '| ', '    Stars:', 'Alina Boz, ', 'Kubilay Aka, ', 'Mert Yazicioglu, ', 'Selahattin Pasali']",461,Turkey,s2644,TV Show
Love 101,(2020–2021),TV-14,1 Season,"Comedy, Drama, Romance",7.4,"With Isik's help, the group sets up Burcu and Kemal on a date at a rock concert. Afterward, Kemal offers to drive Burcu home.","['Ahmet Katiksiz', '| ', '    Stars:', 'Alina Boz, ', 'Kubilay Aka, ', 'Mert Yazicioglu, ', 'Selahattin Pasali']",420,Turkey,s2644,TV Show
Love 101,(2020–2021),TV-14,1 Season,"Comedy, Drama, Romance",7.7,"Burcu and Kemal feel a spark, Eda keeps Kerem at arm's length, and Sinan remains reluctant to open up to Isik.","['Ahmet Katiksiz', '| ', '    Stars:', 'Kubilay Aka, ', 'Alina Boz, ', 'Mert Yazicioglu, ', 'Selahattin Pasali']",419,Turkey,s2644,TV Show
Love 101,(2020–2021),TV-14,1 Season,"Comedy, Drama, Romance",7.5,"Isik encourages Eda to pursue her dreams. After putting Tuncay through a test, the group realizes he's unworthy of Burcu.","['Ahmet Katiksiz', '| ', '    Stars:', 'Kubilay Aka, ', 'Alina Boz, ', 'Mert Yazicioglu, ', 'Selahattin Pasali']",390,Turkey,s2644,TV Show
Love 101,(2020–2021),TV-14,1 Season,"Comedy, Drama, Romance",7.4,Osman lures Tuncay into his business scheme - with unexpected consequences. Isik creates an excuse for Burcu and Kemal to work together.,"['Deniz Yorulmazer', '| ', '    Stars:', 'Kubilay Aka, ', 'Alina Boz, ', 'Mert Yazicioglu, ', 'Selahattin Pasali']",384,Turkey,s2644,TV Show
Love 101,(2020–2021),TV-14,1 Season,"Comedy, Drama, Romance",7.7,"Eda, Isik and Burcu bond over wine and talk about love. Adult Isik reminisces about the evening when the group celebrated her birthday on the Bosporus.","['Deniz Yorulmazer', '| ', '    Stars:', 'Kubilay Aka, ', 'Alina Boz, ', 'Mert Yazicioglu, ', 'Selahattin Pasali']",417,Turkey,s2644,TV Show
Love 101,(2020–2021),TV-14,1 Season,"Comedy, Drama, Romance",8.1,"Tuncay shares unpleasant news with Burcu. An incident at the school lab proves to be the last straw for Necdet, and the crew faces imminent expulsion.","['Deniz Yorulmazer', '| ', '    Stars:', 'Kubilay Aka, ', 'Alina Boz, ', 'Mert Yazicioglu, ', 'Selahattin Pasali']",452,Turkey,s2644,TV Show
